idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
21,"Наказание за крупные неуплаты налогов может включать штрафы, проценты и даже тюремное заключение. Штрафы и проценты назначаются в зависимости от суммы неуплаченных налогов, а также от количества лет, в течение которых они были неоплаченными. Тюремное заключение является редким, но может быть назначено только при значительных случаях неуплаты налогов, которые являются намеренными и преднамеренными. Важно отметить, что размер штрафа и количество процентов могут варьироваться в зависимости от юрисдикции и конкретных обстоятельств дела. Рекомендуется проконсультироваться с профессиональным налоговым консультантом или юристом для получения персонализированных рекомендаций относительно вашего конкретного случая.","За неуплату налогов в крупном размере может наступать уголовная ответственность, предусмотренная уголовным законодательством Республики Казахстан.",39,193,193.5548344538547,0.9971334508103594,0.61355776,0.67214644,0.6415172
22,"Налоговый агент обязан ежегодно до 31 марта сдавать в налоговые органы декларацию о налоговых обязательствах по форме 320.00 и в соответствии с требованиями, установленными Налоговым кодексом Республики Казахстан и нормативными правовыми актами, и на основании данных декларации подлежит уплате в бюджет соответствующая сумма налога (сбора) за налоговый период, определяемый с помощью формы 320.00.","Налоговый агент обязан правильно исчислить, удержать и перечислить налоги, подлежащие удержанию у источника выплаты, в установленные сроки.",31,113,113.20242922520264,0.9982117943352616,0.6434489,0.70043623,0.6707343
23,"Доходы, полученные за рубежом, учитываются в соответствии с законодательством Республики Казахстан. При этом иностранное налоговое резидентство должно быть подтверждено документально. Если доходы не подлежат налогообложению в стране получения, то их следует учитывать в республиканском бюджете. В противном случае вычет по сумме налога, уплаченного за рубежом, производится при определенных условиях. Например, если налоговая база в Республике Казахахстан соответствует или превышает сумму налога, уплаченного за рубежом, то доходы могут быть учтены полностью. Кроме того, важно отметить, что некоторые страны имеют двусторонние соглашения об избежании двойного налогообложения с Республикой Казахстан, которые также могут повлиять на сумму налога, подлежащего уплате. В целом, важно проконсировать индивидуальных обстоятельств и обратиться за профессиональной консультацией для точного определения налоговых обязательств.","Доходы, полученные за рубежом, подлежат налогообложению в Республике Казахстан с учетом положений международных договоров об избежании двойного налогообложения.",33,246,238.8746063648723,1.0298290125667184,0.6572029,0.8155708,0.7278722
24,"Согласно статье 18 Налогового кодекса, если нормы Налогового кодекса противоречат нормам международного договора, то должны применяться положения международного договора. Это означьет, что в таких случаях нормы Налогового кодекса не действуют. При этом важно отметить, что международный договор должен быть ратифицирован Государственной Думой и одобрен Советом Федерации, чтобы иметь юридическую силу. Если международный договор не был ратифицирован или одобрен, то нормы Налогового кодекса применяются. Кроме того, важно отметить, что даже если международный договор был ратифицирован и одобрен, может быть ряд ограничений и исключений на его применение в России. Например, некоторые международные договоры могут не иметь прямого отношения к налоговому праву или могут применяться только при определенных условиях. В конечном итоге, конкретный порядок применения норм Налогового кодекса и международных договоров будет зависеть от обстоятельств каждого отдельного случая. Но в целом, если есть противоречие между нормами Налогового кодекса и международным договором, то должны применяться положения международного договора.","В случае противоречия норм Налогового кодекса международному договору применяются положения международного договора, ратифицированного Республикой Казахстан.",40,283,278.3278254996985,1.0167865878731788,0.6490698,0.732282,0.68816954
25,"Налоговые льготы — это преимущества, которые вы получаете при уплате налогов. Это включает в себя все, что снижит ваш налоговый долг или увеличит ваш возврат. Некоторые примеры налоговых льгот включают стандартный вычет, вычеты на заработную плату и социальные выплаты, а также кредиты на уплату налога с продаж. Другие налоговые льготы могут быть доступны в зависимости от ваших личных обстоятельств, таких как размер вашего дохода или семейное положение.","Налоговые льготы — это предоставляемые законом преимущества в виде освобождения от уплаты налогов, снижения ставок, предоставления вычетов или отсрочек.",28,129,125.2485286979936,1.0299522185290668,0.7229374,0.7749549,0.74804294
26,"Платежи за уплату налога на имущество подтверждаются налоговыми выписками, в которых указаны суммы и периоды оплаты. Кроме того, можно использовать платежные квитанции. Документы представляются при регистрации права собственности или передаче недвижимости.","Уплату налогов подтверждают платежные документы, лицевые счета налогоплательщиков, а также данные информационных систем налоговых органов.",32,69,72.48804688407108,0.9518810751012584,0.7111261,0.74828464,0.7292324
27,"Налогоплайнер может обжаловать бездействие налогового органа, поддержав жалобу в Налоговом суде. Это можно сделать онлайн, по почте или лично через посредника.",Налогоплательщик вправе подать жалобу на бездействие должностного лица налогового органа в административном порядке или обратиться в суд.,39,53,60.96211768267676,0.8693923704533757,0.7695025,0.8022165,0.78551906
28,"Акциз – это налог, взимаемый с определенных товаров и услуг, таких как алкогольные напитки, табак, игры и другие. Он рассчитывается на основе количества или объема потребляемого продукта. Акцизная ставка может варьироваться в зависимости от страны и типа налогооблагаемого продукта.","Акциз — это косвенный налог на отдельные виды товаров, работ или услуг, перечень которых установлен законодательством Республики Казахстан.",26,79,78.45555600896478,1.006939521159891,0.69689155,0.75137466,0.72310823
29,"Фиксированный вычет — это сумма денег, которая каждый год удерживается с зарплаты сотрудника и уменьшает общую сумму налога. Она может быть связана с льготами, такими как пенсионные планы или медицинская страховка. Суммы фиксированных вычетов могут различаться в зависимости от налогового кодекса страны или штата. В США, например, компании могут предоставлять сотрудникам определенные льготы, такие как медицинское обслуживание или пенсионные планы, которые являются неотложными расходами, поэтому сумма фиксождения может быть снижена до 30% от общей зарплаты. В некоторых случаях налоги могут быть уменьшены с помощью налоговых кредитов, но фиксированный вычет — это другой вид вычета, который может повлиять на вашу налоговую декларацию и общий налоговый счет. Если вы не знаете суммы, которая будет удержана с вашей зарплаты как фиксированная сумма, или если у вас есть другие вопросы о фиксированных вычетах, проконсультируйтесь с бухгалтером или финансовым консультантом.","Фиксированный вычет — это установленная законом сумма, которая уменьшает налогооблагаемый доход налогоплательщика при расчете налога.",30,282,270.2890003230423,1.043327696143613,0.61769503,0.74791515,0.67659646
30,"Налоговое правонарушение – это нарушение налогового законодательства, совершенное в результате действия или бездействия физического лица, юридического лица или индивидуального предпринимателя. К таким нарушениям относятся непредоставление сведений по форме 2.1.3.1-1 (форме «Сведения о налогоплательщиках»), несообщение сведений в декларации по форме 4.0 (форма «Декларация об уплате налога на имущество»), а также невыполнение обязательства по возврату сумм, полученных в результате несоблюдения налогового законодательства.","Налоговым правонарушением считается противоправное деяние налогоплательщика или налогового агента, за которое предусмотрена ответственность в соответствии с законодательством.",33,155,152.90340910898522,1.0137118649167618,0.665397,0.765992,0.71215963
31,"Механизм избежания двойного налогооболожения применяется в случаях, когда у налогоплерберя на объекте налогообложения есть право собственности и право собственности отсутствует. В этом случае он имеет право заявить налоговое обжалование до уплаты налога. При этом ему необходимо предоставить доказательства того, что объект не включен в его налоговый баланс. Если налогоплерберя не представит необходимых документов, налоговые органы могут отказать в налоговой льготе.

Например, при продаже жилого дома с долей собственности в размере 50% владелец может быть освобожден от уплаты налога на недвижимость. В этом случае ему необходимо предоставить документальное подтверждение того, что он не является лицом, облагаемым налогом по этому объекту.

В случаях, когда налогоплерберя имеет право собственности и право собственности отсутствует, механизм избежания двойного налогообложения применяется в порядке ст. 6 Закона «Об акцизах». Это означеет, что владелец может быть освобожден от уплаты акцизов на этот объект. В этом случае ему необходимо предоставить документальное подтверждение того, что он не является лицом, облагаемым налогом по этому объекту.

В случаях, когда налогоплерберя имеет право собственности и право собственности отсутствует, механизм избежания двойного налогообложения применяется в порядке ст. 6 Закона «Об акцизах». Это означает, что владелец может быть освобожден от уплаты акцизов на этот объект. В этом случае ему необходимо предоставить документальное подтверждение того, что он не является лицом, облагаемым налогом по этому объекту.

В случаях, когда налогоплерберя имеет право собственности и право собственности отсутствует, механизм избежания двойного налогообложения применяется в порядке ст. 6 Закона «Об акцизах». Это означает, что владелец может быть освобожден от уплаты акцизов на этот объект. В этом случае ему необходимо предоставить документальное подтверждение того, что он не является лицом,","Механизм избежания двойного налогообложения применяется, если физическое или юридическое лицо получает доход в двух странах и между этими странами заключено соответствующее соглашение.",37,512,493.1934906891547,1.0381321117692903,0.58121276,0.68071246,0.62703997
32,"При переплате налога, вы можете получить возврат. Однако, если это произошло из-за неправильной информации или обстоятельств, которые не были под вашим контролем, вы можете подать заявление на пересмотр или оспорить решение налоговой службы. Важно отметить, что переплата налогов может быть сложным и потенциально длительным процессом, и всегда рекомендуется проконсультироваться с квалифицированным налоговым специалистом для получения персональных рекомендаций. Кроме того, важно учитывать любые возможные штрафы или проценты, которые могут применяться при переплате налога. Всегда полезно сохранить все документы и записи, связанные с вашей налоговой декларацией, чтобы обеспечить плавный процесс подачи заявления на возврат или пересмотр. Если вы не уверены в том, как действовать дальше, вы можете обратиться за консультацией к квалифицированному юристу или налоговому специалисту. Они могут помочь вам понять ваши права и варианты и убедиться, что вы берете правильные шаги для решения вашей конкретной ситуации. В целом, переплата налога может быть сложным процессом с потенциальными последствиями, поэтому крайне важно действовать осторожно и проконсультироваться со специалистами по налогам, если это необходимо. Всегда полезно сохранить все документы и записи, связанные с вашей налоговой декларацию, чтобы обеспечить плавный процесс подачи заявления на возврат или пересмотр. Если вы не уверены в том, как действовать дальше, вы можете обратиться за консультаций к квалифицированому юристу или специалисту по налогу. Они могут помочь вам понять ваши права и варианты и убедиться, что вы берете правильные шагы для решения вашей конкретной ситуации. В целом, переплата налога может быть сложным процессом с потенциальными последствиями, поэтому крайне важно действовать осторожно и проконсультироваться со специалистами по налогам, если это необходимо. Всегда полезно сохранить все документы и записи, связанные с вашей налоговой декларацию, чтобы обеспечите плав",При переплате налога налогоплательщик имеет право на зачет переплаты в счет предстоящих платежей или возврат переплаты на расчетный счет.,29,512,487.901742731221,1.0493916195787285,0.5568071,0.70359397,0.62165314
33,"Налоговый агент имеет право на получение налоговых льгот и освобождений, доступ к налоговой информации, возможность подавать налоговые декларации и налоговые отчеты, а также право на получение возмещения за уплаченные налоги. Кроме того, налоговый агент может быть освобожден от определенных налоговых обязательств и обязанностей. Однако важно отметить, что права налогового агента могут различаться в зависимости от юрисдикции и конкретных обстоятельств дела. Всегда лучше проконсультироваться с профессиональным налоговым консультантом или юристом для получения точной информации о правах и обязанностях в вашей конкретной ситуации.","Налоговый агент имеет право получать консультации по применению налогового законодательства и обжаловать решения налоговых органов, как и налогоплательщик.",29,160,156.68517217831686,1.0211559765075324,0.68033516,0.7660251,0.72064173
34,"Облагаемый налогом на имущество физического лица является объекты, которые являются собственностью человека и находятся в пределах границ страны. Это может включать жилые дома, апартаменты или другие типы недвижимости, а также транспортные средства и личные вещи.

Налог на имущество обычно рассчитывается как процент от общей стоимости облагаемого имущества физического лица. Процентная ставка и конкретный объекты, которые подлежат налогу, могут различаться в зависимости от страны и юрисдикции.

В некоторых случаях определенные типы имущества или активов могут быть освобождены от налога на имущество, например, если они являются частью бизнеса или имеют специальный налоговый статус. Кроме того, некоторые страны предлагают исключения или скидки для определенных групп лиц, таких как пенсионеры или семьи с низким доходом.

В целом, цель налога на имущество — собирать государство средства и поощрять владельцев собственности поддерживать свои активы в хорошем состоянии. Однако существуют различные точки зрения относительно справедливости и эффективности этого типа налогов. Некоторые считают, что они могут быть несправедливыми для людей с низким доходом или для тех, кто не имеет возможности продать свое имущество, в то время как другие утверждают, что они необходимы для поддержания инфраструктуры и услуг общества.","Налогу на имущество физических лиц подлежат жилые дома, квартиры, дачи, гаражи и иные строения, находящиеся в собственности физических лиц.",34,322,311.9616409111768,1.0321781840212891,0.5898207,0.73223644,0.65335786
35,"Сокрытие доходов — это незаконное действие, которое может иметь серьезные последствия. В зависимости от страны и юрисдudence, где происходит действие, могут быть различные правовые последствия. Некоторые из потенциальных последствий включают штрафы, тюремное заключение или оба одновременно.

Более того, сокрытие доходов также может иметь финансовые последствия для лица или компании, которые занимаются этим действием. Это связано с тем, что они могут не быть в состоянии использовать выгоду от своих инвестиций и могут столкнуться с негативными социальными последствиями из-за своей репутации.

В целом, важно всегда соблюдать правила и положения относительно налогов и финансовых сообщений, чтобы избежать любого потенциального вреда или последствий.","При сокрытии доходов налогоплательщик несет ответственность в виде доначисления налогов, начисления пени, наложения штрафов, а в некоторых случаях — привлечения к уголовной ответственности.",34,183,179.7765513039194,1.0179303066651402,0.6304676,0.6978512,0.6624502
36,"Налоговая обязанность включает в себя соблюдение налогового законодательства, подачу налоговой декларации и уплату государственных сборов. Она также подразумевает сохранение всех необходимых документов для обеспечения правильности расчета налога. Налоговые обязательства могут быть связаны с фискальным периодом или календарным годом, в зависимости от конкретных требований налогового органа и типа налоговой обязанности. Важно соблюдать эти требования, чтобы избежать возможных штрафов или пени за несоблюдение. Налоговая ответственность может включать как обязательные, так и добровольные взносы, такие как подоходный налог, налог на имущество, налог с продаж и другие местные налоги. В некоторых странах также могут быть специальные требования или льготы для определенных категорий лиц, таких как студенты или пенсионеры, которые необходимо учитывать при расчете налоговой обязанности. В целом, налоговая ответственность является важной частью финансового планирования и может значительно влиять на общую экономическую стабильность и государственные финансы.","Налоговая обязанность включает правильное исчисление налога, своевременную его уплату и подачу налоговой отчетности.",30,256,246.0293108066544,1.0405264281749795,0.6326912,0.7662856,0.69310963
37,"Налоговые органы не вправе требовать от налогоплайнеров: - предоставление имущества или денежных средств; - ограничение свободы передвижения или личной неприкосновенности; - выполнения работ, услуг или других обязательств; - выдачи документов или сведений, не являющихся документами налогового учета, без их согласия. Налоговые органы обязаны: - соблюдать требования закона и процедур, установленных в соответствии с законом; - осуществлять свою деятельность таким образом, чтобы уважать права и свободы человека и гражданина; - не допускать злоупотреблений в своей деятельности. Источник: Статья 30 Налогового кодекса Республики Казахстан от 29 декабря 2017 года № 94-VI (с изменениями, внесенными Законом РК от 10 января 2020 года № 299-VІ).","Налоговым органам запрещено требовать от налогоплательщика выполнения действий, не предусмотренных налоговым законодательством.",41,212,210.9181670853868,1.005129159472428,0.6387286,0.76731807,0.6971433
38,"Да, налогоплекты имеет право на налоговые вычеты. Вычеты — это суммы из дохода или расходов, которые не подлежат налогообложению и могут быть сняты со счета налогоплекта. Налогоплекты имеют право на различные типы налоговых вычетов в зависимости от их доходной ситуации и конкретных законов налогового законодательства страны, где они проживают. К этим правам относятся стандартные вычеты, такие как вычет за подоходный налог, которые применяются ко всему населению, а также специальные вычеты, которые могут применяться к определенному типу дохода или расходов, например, вычеты для работающих от своего дома. Налогоплекты должны следовать процедурам и правилам, установленным правительством относительно того, как подать декларацию и претендовать на налоговые вычеты. Важно отметить, что не все расходы или доходы квалифицируются для вычетов и что определенные сведения могут потребоваться от налогоплекта, чтобы подтвердить право на эти вычеты. Налогоплекты должны проконсультироваться со своим налоговым консультантом или получить рекомендации в официальных правительственных источниках для получения подробной информации о том, какие налоговые вычеты они могут иметь право. Кроме того, налогоплекты могут подвергаться проверкам с целью подтверждения того, что их декларация и любые заявленные ими налоговые вычеты являются точными и соответствуют действующему законодательству. Налоговые органы имеют право проводить проверки, которые могут включать запросы на дополнительную информацию или документирование для подтверждения того, что налогоплекты правильно рассчитали свои налоговые обязательства с учетом вычетов. Подводя итог, налогоплекты имеют право на налоговые вычеты в зависимости от конкретных законов и положений их страны, но им нужно будет следовать правилам подачи декларации и обеспечить точность своих заявлений для соблюдения соответствующего налогового законодательства. Им также может потребоваться предоставить дополнительную информацию или документы в поддержку своих","Да, налогоплательщик вправе использовать налоговые вычеты в порядке, установленном Налоговым кодексом.",37,512,491.7139606219717,1.041255772669884,0.6047567,0.73639655,0.66411614
39,"Согласно Налоговому кодексу Республики Казахстан, доходы, полученные индивидуальными предпринимателями и лицами, занимающимися частной практикой, освобождаются от налогообложения. К ним относятся:

1. Доход от предоставления услуг в соответствии с договором аренды имущества
2. Доходы по договору на управление имуществом
3. Выплаты от использования земельного участка для собственных нужд
4. Инвестиционные доходы, полученные до 01 января 2025 года
5. Доход от продажи пассажирских перевозок в рамках деятельности частной практики
6. Доход от аренды имущества (кроме доходов по договору на управление имуществом)
7. Доходы от участия в реализации товаров, произведенных при индивидуальном предпринимательстве или частной практике

Примечание: Важно отметить, что освобождение от налогообложения может быть изменено законодательством Республики Казахстан. Рекомендуется консультироваться с налоговым специалистом для получения последней информации.","Освобождаются, например, социальные выплаты, алименты, пособия и определённые компенсационные выплаты, установленные законодательством.",39,276,271.0361463879235,1.0183143601996612,0.584155,0.6935252,0.634159
40,"Специальный налоговый режим для крестьянских хозяйств вправе применять субъекты, которые не являются юридическими лицами и осуществляют деятельность на основе трудовых отношений. Эти субъекты могут быть как физические лица (фермеры) или юридические лица (крестьянские хозяйства). Для применения этого режима необходимо соответствовать определенным требованиям, таким как наличие земельного участка для ведения сельскохозяйственных работ, выполнение трудовых обязанностей и соблюдение правил налогового законодательства. Важно отметить, что не все крестьянские хозяйства имеют право на этот специальный режим и должны проверить соответствие требованиям с помощью финансового администратора или другого уполномоченного органа.","Применять специальный режим могут крестьянские хозяйства, занимающиеся сельским хозяйством без использования наемного труда, в рамках установленного лимита дохода.",45,171,174.02689905883744,0.9826067172649324,0.6447958,0.73599494,0.6873836
41,"Налоговые правонарушения — это юридические нарушения, которые могут иметь место в отношении налоговых дел. Административная ответственность за эти правонарушения зависит от юрисдикции и конкретного налогового кодекса или положений. В целом, административные санкции за налоговые правонарушения могут включать штрафы, проценты и даже тюремное заключение в тяжелых случаях. Штрафы обычно взимаются в зависимости от суммы невыплаченной или неправильно исчисленной суммы налога, а также с учетом степени нарушения. Проценты могут накапливаться на неуплаченные налоговые платежи, начиная с даты их первоначального уплаты. Тюремное заключение может применяться в случае серьезных или повторяющихся налоговых правонарушений, особенно если они связаны с мошенничеством или другими преступными действиями. Важно отметить, что административные меры наказания за налоговые нарушения могут сильно различаться в зависимости от юрисдикции и конкретных обстоятельств дела. Всегда лучше проконсультироваться с авторитетным источником или налоговым специалистом для получения точной и актуальной информации о потенциальных административных мерах наказания за налоговые нарушения в вашей юрисдикции.","Административная ответственность предусматривает наложение штрафов за нарушения требований налогового законодательства, без привлечения к уголовной ответственности.",36,318,308.7206617319025,1.030057393036284,0.6132697,0.7000212,0.6537802
42,"Зачет налогов — это процесс, при котором компания или частное лицо может вычесть из своего налогооблагаемого дохода сумму, которую они уже заплатили в виде налогов. Это помогает снизить общую сумму налога, который им нужно платить. В этом случае, если кто-то зачитал свой налог, это означает, что они уже оплачили часть своих налоговых обязательств и теперь могут использовать эту вычет для снижения своей текущей налоговой нагрузки. Это может быть полезным инструментом для управления финансами и оптимизации налогооблагаемой базы. Однако важно отметить, что не все виды налога разрешены на зачет; каждая юрисдикция имеет свои собственные правила относительно того, какие налоги допустимы к зачету. Всегда полезно проконсультироваться с налоговым специалистом или провести дополнительное исследование по конкретным правилам и положениям в вашей области.",Зачет налогов — это применение сумм переплаты по одним обязательствам в счет погашения недоимки по другим налоговым обязательствам.,27,217,207.4624816342257,1.045972256239515,0.6236794,0.7434718,0.6783273
43,"Если налогоплайнер обнаружит ошибки в налоговой отчетности, он должен сообщить об этом в соответствующие органы и исправить их. Важно отметить, что любое несоответствие или неточность в налоговом декларационном документе может привести к серьезным последствиям, включая штрафы, пени и даже уголовные обвинения. Поэтому крайне важно проверять точность и полноту всех финансовых записей перед подачей налоговой отчетности. В случае обнаружения ошибок или несоответствий рекомендуется обратиться за профессиональной помощью к бухгалтеру или налоговому консультанту, чтобы гарантировать соблюдение всех требований и минимизацию потенциальных рисков. Кроме того, важно сохранить все соответствующие документы и записи для поддержки налоговой декларации, так как они могут быть необходимы в случае аудита или расследования. В целом, крайне важно относиться к подаче налоговых деклараций серьезно и следовать всем применимым законам и правилам, чтобы избежать ненужных проблем и потенциальных юридических последствий.","Налогоплательщик обязан представить уточненную налоговую отчетность в порядке, установленном Налоговым кодексом.",40,266,260.347552953288,1.0217111587283718,0.5912987,0.70714194,0.6440527
