idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
87,"Отсрочка — это временное отложение уплаты налога. Оно может быть заключено с налоговым органом или гражданином, за исключением случаев, когда налоги не подлежат отсрочки.",Отсрочка — это перенос срока уплаты налога без начисления штрафов и пени на основании решения налогового органа при наличии уважительных причин.,39,52,13.765479128807783,3.777565569161825,0.76576656,0.7632591,0.7645108
88,"Возрастные ограничения, подоходный налог. Для некоторых категорий — обязательное налогообложение.","Объектом налогообложения являются зарегистрированные транспортные средства, находящиеся на праве собственности налогоплательщика.",34,30,8.012841640040278,3.743990128307241,0.6955261,0.68531793,0.69038427
89,"Ты имеет право на возмещение всех убытков, потраченных в налоговой процедуре. Также может требовать оспаривания взысканий и предъявление исковых претензий.","Налогоплательщик имеет право обжаловать действия налогового органа, требовать разъяснений и участвовать в судебном разбирательстве.",40,49,12.989610768854618,3.772245440755471,0.7317084,0.7466558,0.73910654
90,"Налог на землю налогообложен при продаже, наследовании и преобразовании земельного участка. Включает в себя налог на недвижимость и налог на землю.","Налог на землю для физических лиц рассчитывается исходя из площади земельного участка, его целевого назначения и месторасположения.",35,42,11.102103504817933,3.7830668739283,0.70003283,0.7006497,0.70034117
91,"У международной организации налогообложение производится по налоговому законодательству, применяемой на территории государства-распорядителя.","Доходы международных компаний облагаются в РК, если источником дохода является деятельность, осуществляемая на территории Казахстана через постоянное учреждение.",38,31,8.510613755788654,3.64251050388872,0.7071005,0.71241194,0.7097463
92,"Налоги не уплаченные в установленный срок. Недоплата налогов или взносов на социальные фонды (заработной платы, пенсии и т.д.).","Основанием являются факты нарушения налогового законодательства, зафиксированные в актах проверок, ревизий или поступившие из других органов.",34,42,11.1026183757931,3.782891438615244,0.6807284,0.6895218,0.6850968
93,"Налоговое обязательство по уплате НДС для поставщиков. Выплачивается налоговый органом, но при этом вы можете оплачивать за счет своих доходов.","Обязательство включает выставление счетов-фактур, исчисление НДС, уплату НДС в бюджет и предоставление налоговой отчетности.",38,43,11.359862497076392,3.785257084851741,0.7163744,0.7286093,0.72244
94,"Всие организации, уплачивающие налоги по налоговому кодексу для физических лиц. Для юридических лиц и частных предпринимателей применяется отдельный режим.","Индивидуальные предприниматели и юридические лица малого бизнеса, доход которых не превышает установленный лимит, при условии соблюдения требований законодательства.",40,41,10.847565586213022,3.7796498831138616,0.70628774,0.6931964,0.69968086
95,Тебе нужно подписать анкету и отправить на почту. Сделано.,Для этого налогоплательщик должен зарегистрироваться в личном кабинете налогоплательщика и активировать получение уведомлений в электронной форме.,43,21,5.9042131789028645,3.5567821424602206,0.6982972,0.64402777,0.67006546
96,Налоговые проверки по каждому налогоплательщику. В зависимости от статуса налогообложения налогоплательщик может быть подлежащим проверке или не подлежащим такой проверке.,"Существуют камеральные, выездные и встречные налоговые проверки, отличающиеся объемом и характером контрольных мероприятий.",30,49,12.92268906440586,3.791780468893674,0.6685614,0.6750269,0.67177856
97,"Преимущества для налогоплательщика, налогооблагаемая сумма и срок действия соглашения. Доводится к выдаче удостоверений. Подразумевается применение международной системы налогообложения.","Преимущества включают снижение ставок налогов, освобождение от налогообложения определенных видов доходов и устранение двойного налогообложения одного и того же дохода.",44,58,15.40898360637948,3.764038010656809,0.7245385,0.700262,0.7121934
98,"На начало налогового периода выставляется налоговое обязательство и установление санкций. В случае невыплаты в течение 30 дней отсчитывается первая санкция, которая состоит в уплате задолженности в полном объёме. Если задолженность не возмещена за установленный срок, наступает второй санкционный период, при этом размер налоговой санкции повышается на 50% и может быть применён к доходам, которые облагаются налоном до 10%. В последующем предусмотрены штрафы и арестовые взносы.","Налоговый орган вправе принять меры принудительного взыскания задолженности, включая обращение в суд, арест имущества и приостановление операций по банковским счетам.",41,131,34.893253734800965,3.754307379748495,0.65461624,0.7001365,0.6766116
99,"Согласно законодательству, ставка акциза на недвижимость равняется 3% от стоимости приобретения. При продаже объекта налог при переходе собственности снижается до 1%. Для привлечения налогоплательщика к уплате акциза предусмотрен специальный режим.","Ставка акциза — это установленная законодательством фиксированная сумма или процент от стоимости акцизного товара, подлежащая уплате при производстве или импорте.",28,69,18.236467564944174,3.7836274900429823,0.70879376,0.7332374,0.7208084
